0	0	0
0	3	0
0	5	1
0	7	1
0	8	1
0	9	1
0	10	0
0	11	0
0	19	0
0	4	0
0	13	0
0	23	0
0	26	0
0	14	0
0	32	0
0	15	0
1	7	1
1	10	0
1	11	1
1	12	0
1	13	0
1	14	0
1	15	0
1	16	0
1	17	0
1	45	0
1	39	0
1	36	0
1	43	0
1	1	0
1	48	0
1	3	0
1	41	0
1	20	0
2	1	1
2	4	1
2	6	1
2	18	1
2	19	1
2	20	1
2	21	1
2	22	1
2	23	1
2	24	1
2	25	1
2	26	1
2	27	1
2	28	1
2	29	1
2	30	1
2	13	0
2	12	0
2	10	0
2	49	0
2	41	0
2	36	0
2	39	0
2	0	0
2	47	0
2	3	0
2	37	0
2	31	0
2	34	0
2	33	0
2	8	0
2	9	0
3	6	1
3	18	1
3	19	0
3	20	1
3	21	0
3	22	1
3	24	1
3	25	1
3	26	0
3	27	1
3	31	1
3	44	0
3	37	0
3	15	0
3	30	0
3	3	0
3	42	0
3	34	0
3	7	0
3	5	0
3	2	0
3	46	0
4	16	1
4	15	0
4	7	0
4	40	0
4	36	0
4	39	0
5	34	1
5	35	1
5	4	0
5	36	1
5	6	1
5	37	1
5	8	1
5	17	0
5	19	1
5	20	1
5	22	1
5	23	0
5	24	1
5	26	0
5	28	0
5	31	0
5	9	0
5	1	0
5	49	0
5	10	0
5	39	0
5	32	0
5	47	0
5	29	0
5	30	0
5	42	0
5	48	0
5	40	0
5	3	0
5	27	0
5	16	0
5	21	0
6	32	1
6	33	1
6	5	1
6	37	1
6	38	1
6	39	1
6	40	1
6	41	1
6	17	1
6	19	1
6	26	1
6	30	1
6	31	1
6	14	0
6	1	0
6	36	0
6	24	0
6	46	0
6	23	0
6	49	0
6	10	0
6	9	0
6	4	0
6	18	0
6	21	0
6	22	0
7	1	0
7	33	0
7	35	0
7	4	0
7	37	0
7	6	1
7	39	0
7	10	0
7	42	0
7	15	0
7	22	0
7	24	0
7	25	0
7	26	0
7	27	0
7	29	0
7	30	0
7	31	0
7	38	0
7	47	0
7	11	0
7	46	0
7	36	0
7	17	0
7	16	0
7	7	0
7	28	0
7	12	0
7	44	0
7	3	0
7	2	0
7	40	0
7	19	0
7	48	0
7	5	0
7	20	0
8	7	1
8	41	1
8	43	1
8	12	0
8	14	1
8	39	0
8	32	0
8	16	0
8	34	0
8	22	0
9	2	0
9	4	0
9	6	1
9	16	1
9	17	0
9	19	0
9	20	0
9	22	0
9	25	0
9	26	1
9	28	0
9	31	1
9	35	1
9	36	0
9	37	1
9	39	1
9	44	1
9	45	0
9	46	0
9	49	0
9	13	0
9	41	0
9	30	0
9	33	0
9	11	0
9	0	0
9	48	0
9	21	0
9	15	0
9	42	0
9	14	0
9	12	0
9	40	0
9	23	0
9	34	0
9	5	0
9	24	0
9	29	0
10	33	0
10	2	0
10	3	0
10	5	0
10	9	0
10	41	1
10	11	1
10	42	1
10	14	1
10	17	0
10	8	0
10	28	0
10	35	0
10	23	0
10	13	0
10	22	0
10	44	0
10	46	0
10	16	0
10	34	0
11	1	1
11	35	1
11	4	0
11	37	0
11	6	0
11	44	0
11	46	1
11	19	1
11	20	1
11	22	1
11	24	0
11	25	0
11	26	0
11	27	0
11	28	0
11	29	0
11	30	0
11	32	0
11	10	0
11	48	0
11	13	0
11	9	0
11	40	0
11	36	0
11	21	0
11	15	0
11	38	0
11	39	0
11	34	0
11	18	0
11	49	0
11	47	0
12	5	1
12	9	0
12	41	1
12	43	1
12	14	0
12	48	0
12	8	0
12	1	0
12	46	0
12	3	0
13	1	1
13	4	1
13	6	1
13	8	1
13	16	1
13	18	1
13	19	1
13	20	1
13	21	1
13	24	1
13	25	1
13	26	1
13	27	1
13	30	1
13	40	0
13	11	0
13	32	0
13	34	0
13	0	0
13	38	0
13	10	0
13	48	0
13	7	0
13	33	0
13	15	0
13	49	0
13	44	0
13	47	0
14	1	0
14	34	1
14	4	0
14	6	0
14	8	1
14	46	0
14	19	0
14	20	1
14	22	0
14	23	0
14	24	0
14	27	0
14	29	0
14	40	0
14	44	0
14	0	0
14	28	0
14	45	0
14	5	0
14	36	0
14	3	0
14	25	0
14	7	0
14	15	0
14	17	0
14	33	0
15	1	0
15	33	0
15	34	0
15	35	0
15	36	0
15	6	0
15	37	1
15	39	1
15	44	0
15	45	1
15	19	0
15	20	0
15	22	0
15	26	0
15	27	0
15	29	0
15	30	0
15	14	0
15	4	0
15	3	0
15	12	0
15	9	0
15	10	0
15	31	0
15	43	0
15	0	0
15	7	0
15	28	0
15	13	0
15	32	0
15	41	0
15	49	0
15	23	0
15	48	0
16	6	1
16	11	0
16	15	0
16	16	0
16	17	0
16	19	0
16	20	1
16	21	0
16	24	0
16	26	1
16	29	0
16	30	1
16	31	0
16	34	0
16	35	1
16	39	1
16	44	0
16	45	0
16	49	1
16	40	0
16	42	0
16	5	0
16	27	0
16	9	0
16	32	0
16	10	0
16	46	0
16	13	0
16	22	0
16	2	0
16	43	0
16	3	0
16	8	0
16	37	0
16	36	0
16	0	0
16	48	0
16	18	0
17	32	0
17	5	0
17	7	1
17	10	1
17	11	1
17	12	1
17	42	0
17	14	1
17	43	0
17	17	0
17	25	0
17	41	0
17	20	0
17	40	0
17	30	0
17	9	0
17	31	0
17	49	0
17	1	0
17	21	0
18	5	1
18	9	1
18	10	1
18	41	0
18	43	1
18	14	1
18	16	0
18	17	0
18	13	0
18	21	0
18	15	0
18	36	0
18	24	0
